filename,gt_chars,whisper_cer,google_cer,whisper_wer,google_wer,whisper_acc,google_acc,complementary,whisper_text,google_text,gt,whisper_error,google_error
UltraLog06020260321164233.wav,43,1.0,,1.0,,0.0,,n/a,"請問要不要用車開報CC轉回AM模式?要,要,要車,那目前檔位未回復定位,麻煩再次檔車要不要用車開報CC已回復檔位?好,請再次,那目前情況關,尚未收到AM模式的訊號,麻煩請再次將檔位轉回AM模式要,要,要車,那目前情況關,尚未收到AM模式的訊號,麻煩請再次將檔位轉回AM模式車主要16827,恢復AM檔位,Over好,請找到,那能有請先,請車上半點吧居住留在1月台,0122車回報7,已將列車車門CGFN關閉,轉回AM模式,Over好,請找到,那可您確認,路程轉回AM模式,將長範圍處置好,好不好好,請找到,那可您確認,路程轉回AM模式,轉回AM模式,Over",,"我要走個東西,會不耽誤你的 技術組在一月台調亮聲回報器,已將列車車門局部關閉,轉回 AM 模式播放。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321164400.wav,63,0.9206,0.7937,0.9444,0.8889,0.0794,0.2063,both_wrong,"765235324車呼叫OTC列車是否開放再一個OBEN。這車再開車,再開車,好。拒絕整理醫院台車5122回報,去整理復歸AMOBEN。",65日23站423站4的呼叫33地下車是否開放載客 open?33地下車載客載銷33地下車1月台載客載銷然後要去等等不歸 AM 模式 open.,15支講三講四講三講四的呼叫機調車是否解除封鎖載客喔餵這就是載客載客載客喔餵15支載客一月台載客呀然後載客載客負歸 AM 模式喔餵,,
UltraLog06020260321164604.wav,156,1.0,,1.0,,0.0,,n/a,"259的兩站兩次車戶交接,是否能在73大清一月台與站長交接列車情務?他說要確認有人員交接情務,我回報兩站車說有人接地列車情務時再跟你回報G16無線的胡佳希跟你詢問是否要登上一月台車組334 open好,請跟G16無線站長確認333線目前未有人,車車是否正確的G16無線回覆正確正確 open好,請跟道綺門員上車吧G16無線回覆,人員已經登上一月台車組334 open好,請跟道綺門員,請指請隨車請問車組334回覆胡佳希,莫胡請重發,open車組334回覆胡佳希,莫胡請重發,open好,請車站與車上不請車車請問結交G36無線站長胡佳希,人員於兩溝三洞車上是否可下車,open",,"還說要叫到有人員叫著請問我到了 小飛象飛收到 好,先關視頻了然傳達傳達傳達傳達目前未有人測測助念組吧。 16問題的回答是否正確?好,請老師們上課吧。 請記得5站後會關門內有升降月台車組33收班。 好笑到,那剛請執行隨車警官。 334153455555 好,請你稍稍等,稍稍等,這裡這裡這裡這裡這裡這裡稍等。 就是在我們家。然後 想過山東車站請問是否可下車嗎?",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321164736.wav,51,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,"投球掉G3座車一面海車組兩公山動,那你追來這部人員交接請問我吧。這部兩公山動回報G5人員交接將隨車至G1里,Over。阿,這件程序好。",99999,93救災醫院載送2公升戰鬥雖然是否有人員交接請播放2公升戰鬥回報至地無人員交接將隨車至區裡播放373搶,,
UltraLog06020260321164802.wav,185,0.7081,,0.6699,,0.2919,,n/a,"居林北屯站長呼叫司機人員目前位於居士中組站,請問要搭上行還是下行的列車水車,over請問來回到情況,over居林北屯站長目前人員在居士中組站,請問要搭上行還是下行的列車水車,over下行,下行,那時候預計會搭上車走兩公山,over居林北屯站長,收到,謝謝居士城市長呼叫OCC人員於崇德二月台搭上1314,over好,信號大學生居士城市長呼叫OCC,請問OCC待會一月台的動搖動量車是否可開放載客,over好,事人任居然可開放載客,即將",,"區間本站站長呼叫站務員目前位於區自東輔站,請問要搭上行還是下行的列車水車 over. 出來我要情況我們 距離北屯站站目前人員在居室中阻站,請問要搭上行還是下行的列車隨車走? 下景下景,那稍後預計會上車組兩公裡動動吧。 好,等等呀,收到,謝謝。 支持乘上互相協助的醫援語。 打醒了大家殺。 請問1洞洞750鐵站呼叫 OC 1洞洞,請問 OC 1洞洞待會一月台的動妖動兩車是否可解除封鎖載客 over? 還是認識這個開窗戶改車幾家?",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321164941.wav,309,1.0,,1.0,,0.0,,n/a,"區十二公路站長呼叫,請回報。台車要請出,回報。市府站員回報,是否開啟月台門,回報。區十二市府月台車主要要兩回報,目前車門開啟,月台門未開,回報。環境修道,那麻煩,環境修道,市府車主要要兩車回報,是否正確,回報。正確正確,回報。環境修道,那請拉拉車車門,MCS模式開關每一次,回報。車道,MCS模式開關每一次,回報。市府市府月台站有回報,月台門新大圍解除聯署狀態,回報。環境修道,那居酒宿的單元可以向MCS解除聯署,回報。環境修道,那居酒宿的單元可以向MCS解除聯署狀態,回報。車道,MCS模式開關每一次,回報。車道,MCS模式開關每一次,回報。處署單元回報,車間訊號報。好,請報告,請車主要要有兩車,再次,兩次,冷氣模式開發每一次,好不好。車道,兩車車道,開關每一次後,回報。好了,隨便叫。市府市府市府單元回報,出國將,月台MCS之動,自動,適動,好不好。好, currently是確實,請先發送程,自動,介紹。193回報193 軟線 自動回收好 新鎖道 適相好 請問一下車主 要用兩車請再次嘗試開關門一車車主 要用兩車 開關門一車 回報好 請問一下車主 要用兩車請先等旅客上車完畢後再專門恢復AA模式要用兩車 說到旅客上車完畢後恢復AA模式後 回報來 車主 請繼續上",,"腰二公里站站呼叫救援。 他說要聽說播.哎 是不帶有回報,是否是否開始約談呢? 車站是否有月台,車站1洞二號站回到7,目前車門開啟,月台門未開, over. 感謝的到那麻煩 謝謝大家的支持謝謝大家的支持謝謝大家的支持 正確,正確,喔喔。喔 好像然後呢你拿了歌曲呢而且模式他們也沒有用的。 知道怎麼弄呢?這個怎麼是開關的意思有沒有? 到時候到了,這個設備設備站員可以站在一起站解決掉就不過來了。 我們吧。餵。 腳踏車坐到開過沒一次要回報嗎? 來這邊叫。來 謝謝謝謝謝關注關注智能模式吧。 這邊的話 記得到3洞洞塊錢,就自動模式的。3 好,聽到了,謝謝啊。聽 考試一下倒數22222 我走要走了,走到開門一下我走。 請小姐們們請先等旅客大車完畢後再關門回去凹模的吧。 下站車收到旅客下車完畢後恢复 AM 模式後回報站。1洞洞站下車站。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321165221.wav,20,1.0,0.65,1.0,0.6923,0.0,0.35,both_wrong,遲早可以回覆riesouven,回到1模式喔笨。講到綠色將關閉訊號給訊號。哎,回到1模式喔笨。現在到6測量關閉輸出吧給你。,,
UltraLog06020260321165237.wav,315,1.0,,1.0,,0.0,,n/a,"好,謝謝,出口,市府,張園,那可以將一批人送回,那人員先於現場觀察一列車,車主們狀況正常後可以返回多檔位,謝謝。好,市府,這,G10北端越南車主2公3動,好不好?G10北端越南車主2公3動,車主收到,自己請說,好不好?那可以,確認你是哪一站的站長,好不好?我來G3就是站長。好,收到,收到,G5市委站長,請問是否與G5市委站,好不好?G5市委站長,回報,人員目前位於腰拐腰拐車前往深東延站,好不好?好,收到,感謝,收到,G10北端下行車主2公3動,請人運用隨時車至G5市委二月台,那,確認,新車完成,那我回報,好不好?2公3動車收到,從後將與市委新車完畢後,回報,Over來,正確,好G3就是站副校,G3就是站長副校,集體人員,人員位於G4中主站,請問是否與2公3動車的站長交接,Over好,收到,那請G4中主站長與車主2公3動進行交接可發車,鎖到鎖,好,每人站長收到,謝謝,我去G4G945站回報,鎖在鎖門接正常,Over請問哪邊好車?G945站回報,鎖台列車進入站,進入站門接正常,Over好,G945站,鎖台列車進入站,進入站門接正常,OverG945站也回報,正確,正確,Over好,G945站回報,鎖在鎖門接正常,Over好,順便再拍攝一下City sigh",,"好,結下來記者,記者救援,那可以結下來結束完畢歸,救援人員先移至現場觀察醫療車,車輛動盪正常後可以載回工作崗位結束。 好秀的距離北鬥約來車組亮燈三燈 這個人他的腦膜受傷都是受到刺激的受傷。 好的,這裡最大你是哪一站的站長嗎? 餵, G 3救助站 好走了,我是站長,請問是否與站長,請問是否與站長 救災站回報指揮,人員目前位於妖怪妖怪車。 天鵝湖公園在哪裡? 小橋修掉。 對面懂下站車組兩個站到且南延石車站754為二月台呃 確認進倉完成呢我回報我報 等候車輛撤出股道場後編組試問清車完畢後回報20 這叫 他說了給這次同學講與車主兩個山洞進行交接可發車鎖包個銷 好,隔離站也收到,是要 記者提問回答.記者提問回答. 在這個找吧。 住哪邊我叫。哎 請趕緊站回到月台列車進站進站門進站門進站門進站門進站門 好,是聽到[數字識別異常]",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321165453.wav,12,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,"G11上停2分2次的呼叫,G11等於G11南輪站交接請勿稍待G11站下車乘降列車回站,OK。","呃,距11上停調整調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支援調整支","呃,巨獅1號停靠站站站站站",,
UltraLog06020260321165541.wav,40,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,一段台灣捷運無線電通訊。一段台灣捷運無線電通訊。,1.7999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,30信號請重發吧。30信號30信號30信號30信號30信號30信號30信號30信號,,
UltraLog06020260321165654.wav,96,1.0,,1.0,,0.0,,n/a,"好,請通告全線,請全線各站站長陸續返回原車站。好,請通告全線各站站長陸續返回原車站,然後返回原車站後,您待會兒請回報,好的?好,請再次通告那區,區市都不在了啦。好,請通告區市總統站長,請問是否與車主兩溝三棟進行請勿交交?否定否定,現在兩溝三棟車上沒有站長,那本人是居頂北屯站長,好吧?好,收到,那車主兩溝三棟車上現在沒有人,所以車主否正確?北屯站長回復正確,好不好?好,收到,感謝。區市總統,我的人員目前於區市中心,一南屯站將正向車主站站再次收尾。好,謝謝大家,謝謝。",,"可能的話, 車鬥與車鬥兩個站點進行請問叫叫喚 好,走到那,車組兩勾三棟,車上 現在沒有人守著是否聽錯了? 這個答案當然會不正確喔,吧。 收到感謝。哎 虛勢走腦的你的員目前遇虛勢男子站將升上車組跟著站著虛勢走吧。 好像是那個叫",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321165823.wav,30,0.7667,0.1,0.6667,0.4,0.2333,0.9,google_wins,"GC,南城站長回報,GC人員已下兩三兩次車,over。","71,南屯站長回報,77人員已下2324車, over。好,71站站長。","71南站站長回報77,人員已下23/24車, over.好,71南站站長.",,
UltraLog06020260321165913.wav,124,1.0,0.8145,0.9615,0.8205,0.0,0.1855,both_wrong,"車主要要量,那於車主要要量抵達捷運北屯音樂台時,進車完畢,回報吧。車主要要量,那於車主要要量,那於車主要要量,那於捷運北屯音樂台時,進車完畢,回報吧。",93站進北屯站站站播。93站站站收到請說播。93站站站站是否有訪問車站播?否定否定人員在94中組1月台後車播。93站站站站收到那昭和人員請站上車組112輛待命112輛車組112輛抵達94北屯1月台時請通報完畢後回報播。93站站站站收到登上車組112輛9493站站站站停車完畢後回報播。站站好。93,"好,933進北屯站站好吧。933收到請說吧。好,933你是否有訪問車站好吧?好,肯定肯定人員在區域4洞洞組一月台後車吧。好,收到收到收到人員請登上車組腰腰2輛欲車組腰腰2輛到站進北屯一月台時請通問必回報吧。933收到登上車組腰腰2輛欲進北屯站清車完畢後回報吧。來,站長。好。",,
UltraLog06020260321170130.wav,81,0.4815,0.4691,0.5778,0.5778,0.5185,0.5309,both_wrong,"請入下77高鐵站交通員,然後二越台列車車主有遊樂車,請加速停車訊號完畢,可發車子回報。77高鐵站呼叫21,待會二越台1516加速停車,停車完畢要回報,謝謝。對,正確,謝謝啊。","好,請77高鐵站站務員,那稍後2月台列車待命之後有列車請加速進站清場畢可發車之後回報喔。77高鐵站呼叫21,待會2月台叫516加速清場清場完畢要回報,謝謝。正確正確,謝謝喔。","好,請一下70高鐵站調度員,那稍後二月台列車調度員6洞六車,請加速進站停妥完畢可發車再回報我。7洞七高鐵站呼叫21,待會二月台6洞六加速停妥進站完畢要回報,謝謝。調度正確,謝謝啊。",,
UltraLog06020260321170204.wav,112,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,"巨石山大氣二月台上場,成功叫停列車,三位出發是否正確?巨石山大氣三位出發,巨石山大氣三位出發,1516車已經車完畢,可發車,Over.巨石山大氣三位出發,三位出發,上後二月台下一班車主兩管兩把車,那一樣請下速停車,列車將收回為可,Over.巨石山大氣三位出發,大約二月台兩管兩把車要停車,停車完畢後回報.另外一個OCC申請,一月台1516列車駐留,已目前人潮眾多,Over.好,現在一位車列車駐留,列車三個車完畢後回發就交。","去三大親愛月台303呼叫303,列車尚未出發是否正確?303列車303303呼叫303,列車1516車已停車完畢,可發車, over。303列車303303呼叫303,稍後2月台下一班303車組228車,待一下,請加速停車,列車將收回, over。待代回2月台228車要停車,停車完畢後回報,另外告303升起,待回1月台1516車列車駐留,因目前人潮眾多, over。303告知303,已在1月台站立駐留,旅客上車完畢後可發車時回報,謝謝。303","第三大廳候台上乘務員導乘列車尚未發車是否正確? 好啦,必定在講剛剛的事情吧,講剛剛的事情。 好請下去7嗰啲看到3號恩載下一班下一班嘅車組2洞洞28車咁一樣請加速行車車將收回尾走㗎 好,下站到達宜昌音樂台終點站後,旅客下車完畢後,可拿車票到站亭交。",,
UltraLog06020260321170456.wav,40,0.675,0.6,0.8182,0.7273,0.325,0.4,both_wrong,"G4送主站呼叫GT,申請1月台11122車列車助流,over。到那個將執行助流,有發車除了報告消。",去勢衝撞呼叫77乘警衛隊111兩車列車阻流桿。站務將執行阻流發車組報個哨。,去是通知站呼叫77申請一月台腰腰1兩車列車阻流份。那那個將執行阻流的發車處理報個銷。,,
UltraLog06020260321170524.wav,60,0.3833,0.3,0.6429,0.3929,0.6167,0.7,both_wrong,"軍時機高鐵站呼叫OCC,1月台交516車可發車,旅客上下車完畢。好,現在到6800通報,謝謝。軍事中途站交112車可發車,over。台下。","軍事站高鐵站呼叫 OCC,一月台916車可發車旅客上下車完畢。916旅客上下車完畢。軍事中楚站916兩車可發車 over 。916","軍事提高鐵站呼叫 OCC,一月台916車可發車,旅客上下車完畢。916下道6車關門發車,謝謝。軍事中樞站916兩車可發車, over 。下架。",,
UltraLog06020260321170550.wav,76,1.0,0.8421,0.9756,0.878,0.0,0.1579,both_wrong,新車王必可收尾軌。over新車王必可收尾軌。over新車王必可收尾軌。over新車王必可收尾軌。over,"77高鐵站呼叫 OCC,2月台228車已經清完畢,可收尾軌, over。77站台站務員你好,77站台站務員站務員228車清完畢,228車清完畢,228車可收尾軌, over。確正確, over。77站台站務員,謝謝喔。",737高鐵站呼叫 OC 二月台2股28車已經撤完畢可走尾軌 over OC 站站站你現在二月台車組2股28車進站完畢越過可走尾軌走的缺確正確 over OC 站站謝謝喔,,
UltraLog06020260321170719.wav,24,0.875,0.7917,1.0,1.0,0.125,0.2083,both_wrong,"G3就這1月才要,要兩車可發車,OK?好,稍等下",G3丘測1越台坳2坳2輛車可發車 over.2廂載車.,去三球車一月材料二料兩車可發車 over 。3乘2乘2,,
UltraLog06020260321170738.wav,143,0.951,0.7832,0.8916,0.6506,0.049,0.2168,both_wrong,"車主1122,清車完畢,回報。清車完畢請於1月台持續單名,後續列車車主2622也將執行清車收入計程。車主1122,清車完畢,回報。再1月台單名後續列車清車完畢,回報。正確,車主1122,清車完畢,回報。車主1122,清車完畢,回報。車主1122,清車完畢,回報。再1月台單名後續列車清車完畢,回報。",好稍後待命待命待命待命喔喔。居間站357755喔喔。好稍後車組1122000車站畢回報那清障畢請留一月台停止待命那稍後後續列車車組2222也將執行清車收集站畢。居間站357755收到1122000車站畢後回報喔喔喔。在一月台待命後續列車清障畢回報喔喔喔。來更正正在後續列車為222222喔喔喔喔喔,好稍後腰二2停妥完畢擋完畢。9腰三收到腰二2停妥完畢好稍後車組腰二2停車完畢回報那停妥完畢請一月台停車待命那稍後後續列車車組222也將執行停車稍後停泊。9腰三收到腰二2停車完畢後回報在一月台待命後續列車停泊完畢回報喔。來更正正在後續列車為222222222好的。收到222停車完畢後回報喔。待命喔。,,
UltraLog06020260321170848.wav,5,1.0,,1.0,,0.0,,n/a,中文字幕志愿者 李宗盛,,（無辨識結果）,,
UltraLog06020260321170957.wav,56,0.7857,0.7679,0.8,0.8857,0.2143,0.2321,both_wrong,"距離北仁站回報7C,1月台1號,2輛車清車完畢,有何?827路調,距離北仁站,查查確認,回報清車完畢,那路去交收車委機場,改交。",30頂北人站回報301月台112兩車清車完畢容客。30吊30北人站站站站站回報清車完畢30吊收走圍籬站桿敲。,就地勤人員在回報 CC 一月台1藥2車清楚完畢旅客。報記錄掉就地勤人員增援確認回報清楚完畢那我需要收到維修中站的敲門。2,,
UltraLog06020260321171023.wav,86,0.9884,0.814,0.85,0.8,0.0116,0.186,both_wrong,"台中交G17高鐵站請...請12月台列車可發車時回報了。G17高鐵站收到12月台列車可發車時候回報喔,G17over。好,再問G7商。","好,704918抵達站去停1212月台列車可發車時回報站站站。707高鐵站9道12月台列車可發車時後回報 OCC over 。704謝謝站。","好,7洞九洞九洞九洞九洞九0就是高鐵站去腰二月台腰二月台列車可發車時後回報 OCC oveR07洞九0高鐵站球道腰二月台列車可發車時後回報 OCC oveR07洞九洞九洞九洞九洞九0",,
UltraLog06020260321171101.wav,140,0.7214,1.0,1.0,1.0,0.2786,0.0,both_wrong,"好,休掉,軍備輪站長,那取消車主2122清車隊,那車主2122不許不許收車,不許收車,歐伯。軍備輪站長,收到下一步1月台2122加速清車,清車完回扣,那2122不許收車,歐伯。否定,否定,軍備輪站長,車主2122取消,取消清車,歐伯。跟軍備輪站長,下一步進站列車,2122不許清車,是否,是,歐伯。好,站隊,車主2122不許清車,可消。",90909090900900900900900900900,號秀昭居美容站長那阻消車阻僚僚僚清車阻隊那車阻僚僚僚不需不需收車不需收車阻居美容站長車阻僚僚下步2月談僚僚僚僚加速清車清車往回扣那僚僚僚不需收車阻否定否定居美容站長車阻僚僚僚取消取消清車 open 跟否定哎下步進站列車僚僚僚不需清車是否的 queue open 哎這支車阻僚僚僚不需清車取消,,
UltraLog06020260321171222.wav,101,0.6139,0.495,0.6727,0.6,0.3861,0.505,both_wrong,"G17高鐵站呼叫OCC,1月台搖拐18車旅客已上車完畢可收,可發車over。好,下車完畢可收,可發車over。G6從1月台站在上去順風機,確認目前列車尚未發車,是否正確over。好,正確,列車將在列車上停車,over。好,正確,列車停車,over。",請示7高鐵站呼叫 OCC 1月台搖拐搖大特律可以上車完畢可送可發車 over。好像到列車到了車站就站。16拱的1月台站在站的16拱7車門目前列車尚未發車是否知道 over?好這列車列車將在月台到站停的吧?,"請示意切換高鐵站呼叫 OCC,一月台妖拐妖八車旅客已上車完畢可送,可發車 over。報請講16車站的車站就站。16站的16台站就站就是豐亭確認目前列車尚未發車是否就是 over。好,這列車就要列車站在列台站就停了 over。",,
UltraLog06020260321171259.wav,195,0.9897,0.9128,0.9913,0.8087,0.0103,0.0872,both_wrong,"G3大清一台要有LOW車,申請列車出流,請求3號車款並未到。G17高鐵站2月台,請求6號車。G17高鐵站2月台列車,請求8號車,是否認確?認確,認確,OVER。G17LOW列車,請求8號車,請求。G18高鐵站,請求8號車,可定以下礼物。G19高鐵站,請求4號車,請求到2號車,請求三號車,請求4號車。G17高鐵站,請求下路,請求2号車,請求27號車,請求7號車。-。。。-G18高鐵站,請求8號車、 submitted.-阿謝,是怎樣?谢谢大家",三大進入台要藥車申請綠車出流綠車大車完畢回報。77高鐵在二月台待命。好77高鐵在二月台綠車走吧走吧正確吧?正確正確 over。好77綠車走吧走吧正確走吧。站三大進入台要藥車走到站站確認本班綠車這麼主流。好藥車走吧走吧好7731藥車確認那綠車進入綠車走吧走吧走完畢了嗎?好大進入台要藥車大車完畢可出發。好確認大進入台。,3大進進站1洞六車申請1洞六車準備進進站3洞洞班次回報。77高鐵在二月台3洞洞班次進進站。3洞洞班次進進站77高鐵在二月台1洞六車準備進進站3洞洞班次正確嗎?正確正確 over。3洞洞班次進進站1洞六車準備進進站3洞洞班次。站3大進進站1洞六車準備進進站本班列車為什麼阻流?好1洞六車3洞洞班次進進站1洞六車準備進進站3洞洞班次進進站旅客走完畢了嗎?好大進進站1洞六車大走完畢可發車。好站3大進進站3洞洞班次。,,
UltraLog06020260321171400.wav,45,0.8222,0.6222,0.9048,0.7143,0.1778,0.3778,both_wrong,"這次呼叫,距離北仁山長安區內海鮮土動公大棟,女生上車車環避水正確嗎?北仁山回覆正確,Over。稍等下。","修叫軍備人站場,這邊音樂組東關動女子上下車完畢所有人就報。軍備站回复正確 over。哨站哨3","請教,距離北人站台距離營業車組東關站動旅客上下車完畢所有車組報表。北人站回复正確 over。調度站",,
UltraLog06020260321171458.wav,87,1.0,,1.0,,0.0,,n/a,"165日下行用三要四車路交通機器,抵達距離去高鐵站二月台是否要加速行車?否定,否定,那...一車將在月台稍後停車,班去小整中,好不好?要三要四收到不加速行車,那一定班去小整完,必須要的。來,三要四,謝謝下,我請問一下,去高鐵,交通員,那...稍後一月台,一車車路,三要四兩車將在月台稍後停車,班去小整中,好不好?17,高鐵站務員收到三要三兩車會在月台稍作停等,待調整班去。再認定時消。好,現在去北屯站長,去北屯站,月台車主動過要動,確認你個人上車車完畢可發車手,報告消。對,稍後旅客車下車完畢後會扣分。還是消。好,現在去北屯站,去北屯站,稍後停車,班去小整中,好不好?",,"好弟,好弟,那這個講官月台操作評分翻譯講評官好吧? 要下去收到不加速聽車,再練翻距調整完畢喔 上升階段就是降。然 好,請注意北投站站長,請北投月台車組動作要快,請乘旅客人上下車門必關發車走道關閘。好,",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321171603.wav,13,1.0,0.7692,1.0,0.8571,0.0,0.2308,both_wrong,請不吝點讚、訂閱、分享、打賞 並且打賞我的頻道 才能收到最新消息哦!,"抱歉,現在2月台刻發車吧。",不好意思二月台鐵發車哦吧。哎,,
UltraLog06020260321171741.wav,64,1.0,,1.0,,0.0,,n/a,"G0北屯站呼叫,是一月台2122車,不止行行車,有旅客在車上,OVER。好,休假喔。G0北屯站,請問這組2122的車上旅客是否要往下行,OVER。G0北屯站,請問這組2122的車上旅客是否要往下行,OVER。G0北屯站,請問這組2122的車上旅客是否要往下行,OVER。G0北屯站,請問這組2122的車上旅客是否要往下行,OVER。好,收到收到。那請這G0北屯站,請旅客下車可敲。G0北屯站,請旅客下車可敲。G0北屯站,請旅客下車可敲。",,"竹北站呼叫77一月台兩輛輛車不執行停車有旅客等車站 over. 好休假。 請旅客在北屯站下車, over. 他說他說那請自己沒坐熱談請旅客下車可下。",,400 Audio can be of a maximum of 60 seconds.
